Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
d036567b4fea96dd791b66102a5a9362f52c10b1,"Remove not-existent files from .eslintignore (#21011)

Solves #17181",['407717ee4d32bc1ed9e032332210cc49f4142886'],False,['.eslintignore']
2401e13f440dc8a36c8ceeff9b231f0c036107f5,"Add an automation to close issue with response if Python 2.7 was selected (#21003)

For https://github.com/microsoft/vscode-python/issues/21002",['d036567b4fea96dd791b66102a5a9362f52c10b1'],False,['python27-issue-response.yml']
d844f7d2c8951b541d371ecafe0663e3b1a0490f,"Bump mheap/github-action-required-labels from 3 to 4 (#20975)

Bumps
[mheap/github-action-required-labels](https://github.com/mheap/github-action-required-labels)
from 3 to 4.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a
href=""https://github.com/mheap/github-action-required-labels/releases"">mheap/github-action-required-labels's
releases</a>.</em></p>
<blockquote>
<h2>v4</h2>
<p>Tag that always points to the latest commit in the v4.x.x series of
releases</p>
<h2>v4.0.0</h2>
<h2>What's Changed</h2>
<ul>
<li>Add issues/pull-requests permissions to README by <a
href=""https://github.com/mheap""><code>@​mheap</code></a> in <a
href=""https://redirect.github.com/mheap/github-action-required-labels/pull/52"">mheap/github-action-required-labels#52</a></li>
<li>Only use a single comment when the action fails by <a
href=""https://github.com/mheap""><code>@​mheap</code></a> in <a
href=""https://redirect.github.com/mheap/github-action-required-labels/pull/53"">mheap/github-action-required-labels#53</a></li>
</ul>
<h2>New Contributors</h2>
<p><strong>Full Changelog</strong>: <a
href=""https://github.com/mheap/github-action-required-labels/compare/v3.0.1...v4.0.0"">https://github.com/mheap/github-action-required-labels/compare/v3.0.1...v4.0.0</a></p>
<h2>v3.0.1</h2>
<h2>What's Changed</h2>
<ul>
<li>Add default error message by <a
href=""https://github.com/mheap""><code>@​mheap</code></a> in <a
href=""https://redirect.github.com/mheap/github-action-required-labels/pull/51"">mheap/github-action-required-labels#51</a></li>
</ul>
<p><strong>Full Changelog</strong>: <a
href=""https://github.com/mheap/github-action-required-labels/compare/v3.0.0...v3.0.1"">https://github.com/mheap/github-action-required-labels/compare/v3.0.0...v3.0.1</a></p>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a
href=""https://github.com/mheap/github-action-required-labels/commit/422e4c352ef83db91089e6acfbf09d8725e08abc""><code>422e4c3</code></a>
Automatic compilation</li>
<li><a
href=""https://github.com/mheap/github-action-required-labels/commit/e33092117bdd8c435e9b654d53726c6936f19518""><code>e330921</code></a>
Only use a single comment when the action fails (<a
href=""https://redirect.github.com/mheap/github-action-required-labels/issues/53"">#53</a>)</li>
<li><a
href=""https://github.com/mheap/github-action-required-labels/commit/9ac12780a2ba3ea157f2abc7f2492db52576e8ab""><code>9ac1278</code></a>
Add issues/pull-requests permissions to README</li>
<li>See full diff in <a
href=""https://github.com/mheap/github-action-required-labels/compare/v3...v4"">compare
view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility
score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=mheap/github-action-required-labels&package-manager=github_actions&previous-version=3&new-version=4)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't
alter it yourself. You can also trigger a rebase manually by commenting
`@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits
that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after
your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge
and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating
it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop
Dependabot creating any more for this major version (unless you reopen
the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop
Dependabot creating any more for this minor version (unless you reopen
the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop
Dependabot creating any more for this dependency (unless you reopen the
PR or upgrade to it yourself)


</details>

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",['869dc64f4734064ccb44011446398e1275647867'],False,['pr-labels.yml']
6fbfde9d200268480794ae9a2c84c179d074b6b8,fix typing to be 3.7 compatible (#21012),['d844f7d2c8951b541d371ecafe0663e3b1a0490f'],False,"['discovery.py', 'execution.py']"
f4f883c6bf6503ad00c8664ed161ac17fc79e6d4,Fix info needed workflow (#21021),['e288f8b8190b9ec8509c5c69a34bd938172c67ad'],False,['triage-info-needed.yml']
92744f7d52d1c3eb4268177270050917650882a9,"Bump xml2js from 0.4.23 to 0.5.0 (#21032)

Bumps [xml2js](https://github.com/Leonidas-from-XIV/node-xml2js) from
0.4.23 to 0.5.0.
<details>
<summary>Commits</summary>
<ul>
<li>See full diff in <a
href=""https://github.com/Leonidas-from-XIV/node-xml2js/commits/0.5.0"">compare
view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility
score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=xml2js&package-manager=npm_and_yarn&previous-version=0.4.23&new-version=0.5.0)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't
alter it yourself. You can also trigger a rebase manually by commenting
`@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits
that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after
your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge
and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating
it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop
Dependabot creating any more for this major version (unless you reopen
the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop
Dependabot creating any more for this minor version (unless you reopen
the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop
Dependabot creating any more for this dependency (unless you reopen the
PR or upgrade to it yourself)
You can disable automated security fix PRs for this repo from the
[Security Alerts
page](https://github.com/microsoft/vscode-python/network/alerts).

</details>

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",['983f05aa34226432191cf8b019668d6d16441184'],False,"['package-lock.json', 'package.json']"
d61377653e8b6f01c2efebb97ab33860484216e2,"Fix debugging when using ""internalConsole"" (#21033)

Closes https://github.com/microsoft/vscode-python/issues/20828

Do case-insensitive merge of environment variables, always make sure to
return the standard env key for an OS, similar to `process.env`.",['92744f7d52d1c3eb4268177270050917650882a9'],False,"['fs-paths.ts', 'environment.ts', 'helper.ts', 'envVarsService.unit.test.ts', 'envVars.test.ts']"
f058f5efeab5b18e01170f2d76286cfa255b304f,"Undo unwanted change in env var tests (#21035)

https://github.com/microsoft/vscode-python/pull/21033#discussion_r1163009663",['d61377653e8b6f01c2efebb97ab33860484216e2'],False,['envVarsService.unit.test.ts']
81debacf1618f3f2aaaf509073064caefc9f4a55,"Make fixes to `pythonTerminalEnvVarActivation` experiment (#21036)

For https://github.com/microsoft/vscode-python/issues/20822",['7d2cd36d2c4089cc23cd48b7ff7e04e054d39cea'],False,"['index.ts', 'environment.ts', 'types.ts', 'helper.ts', 'launch.ts', 'terminalEnvVarCollectionService.ts', 'index.unit.test.ts', 'terminalEnvVarCollectionService.unit.test.ts']"
b4f0ad1345c4323320a5fe4281affe62ceea8dcc,"Expand Testing for Unittest Run in PythonFiles (#21028)

closes https://github.com/microsoft/vscode-python/issues/21031",['81debacf1618f3f2aaaf509073064caefc9f4a55'],False,"['test_fail_simple.py', 'test_two_classes.py', 'pattern_a_test.py', 'test_pattern_b.py', 'test_add.py', 'test_subtract.py', 'test_execution.py', 'execution.py']"
586d18f1dcb312612b32f6b30b90492f60e30f30,"Fix for missing `pip` in codespaces with `venv` (#21041)

no change logs because this feature is not released yet.

Fixes https://github.com/microsoft/vscode-python/issues/21039",['b4f0ad1345c4323320a5fe4281affe62ceea8dcc'],False,"['create_microvenv.py', 'create_venv.py', 'test_create_microvenv.py', 'test_create_venv.py', 'venvProgressAndTelemetry.ts']"
7ac230c8a09f4c9e2c51a207652f5c1fe6f14ab2,"Localize walkthroughs (#21045)

Closes https://github.com/microsoft/vscode-python/issues/20906

---------

Co-authored-by: Courtney Webster <60238438+cwebster-99@users.noreply.github.com>",['b68facc42f684f26c5f83f3cfe895e7aa4bb2bee'],False,"['package.json', 'package.nls.json']"
ed06e550226ea1ae2c2c11139b02089e0186bf1e,"Edited Discovery Logic (#20631)

closes https://github.com/microsoft/vscode-python/issues/20078 and
closes https://github.com/microsoft/vscode-python/issues/20085 (which is
about the testing work to support this code)

This logic now successfully works to discover the pytest repo tests.
This branch takes into account all the previous comments made to the
python discovery logic in the previous PR (located on my personal fork).
Therefore this is a second round of edits on this code. It now works for
the pytest library (discovers all the tests in the pytest library).

---------

Co-authored-by: Brett Cannon <brcan@microsoft.com>
Co-authored-by: Karthik Nadig <kanadig@microsoft.com>",['7ac230c8a09f4c9e2c51a207652f5c1fe6f14ab2'],False,"['launch.json', 'test_nest.py', 'test_bottom_folder.py', 'test_top_folder.py', 'empty_discovery.py', 'error_parametrize_discovery.py', 'error_syntax_discovery.txt', 'parametrize_tests.py', 'simple_pytest.py', 'text_docstring.txt', 'test_add.py', 'test_subtract.py', 'unittest_pytest_same_file.py', '__init__.py', 'expected_discovery_test_output.py', 'helpers.py', 'test_discovery.py', '__init__.py', 'pytestDiscoveryAdapter.ts', 'pytestExecutionAdapter.ts', 'testExecutionAdapter.ts', 'pytestDiscoveryAdapter.unit.test.ts']"
ab1eb28dde73e20372777211fb845f026693a140,"Attempt to fix pre-release build (#21071)

![image](https://user-images.githubusercontent.com/13199757/232574996-0b772fb3-59cf-40f1-a9b7-8e356dc83a81.png)",['ed06e550226ea1ae2c2c11139b02089e0186bf1e'],False,['webpack.extension.config.js']
48952a3c379ea7a67f84528907e8b2d31be60148,"Use new logging API for python extension logger and LS logger (#21062)

In this PR:
1. Changes the python extension logging to use LogOutputChannel
2. Changes the language server logger with LogOutputChannel
3. Test output channel uses OutputChannel as it needs to show test
output and not really logging. Also, using logging test output makes it
pretty much unreadable.
4. Simplifies logging channel and output channel registration.

We need to do this now to make it easier for new test work to integrate
with output logging.

For #20844

This still doesn't get rid of the log level setting.",['ab1eb28dde73e20372777211fb845f026693a140'],False,"['analysisOptions.ts', 'outputChannel.ts', 'types.ts', 'applicationShell.ts', 'types.ts', 'constants.ts', 'moduleInstaller.ts', 'rawProcessApis.ts', 'types.ts', 'types.ts', 'extensionActivation.ts', 'extensionInit.ts', 'standard.ts', 'outputChannelLogger.ts', 'constants.ts', 'server.ts', 'controller.ts', 'pytestDiscoveryAdapter.ts', 'pytestExecutionAdapter.ts', 'runner.ts', 'runner.ts', 'testDiscoveryAdapter.ts', 'testExecutionAdapter.ts', 'analysisOptions.unit.test.ts', 'outputChannel.unit.test.ts', 'moduleInstaller.unit.test.ts', 'formatter.unit.test.ts', 'common.ts', 'lintengine.test.ts', 'mockClasses.ts', 'index.ts', 'serviceRegistry.ts', 'testConfigurationManager.unit.test.ts', 'configuration.unit.test.ts', 'configurationFactory.unit.test.ts', 'testDiscoveryAdapter.unit.test.ts', 'testExecutionAdapter.unit.test.ts', 'workspaceTestAdapter.unit.test.ts', 'vscode-mock.ts']"
8f8f624710149b50ddaa9e5adc028d318529f073,"Direct users to the Jupyter extension when using Run in Interactive window (#21072)

Closes https://github.com/microsoft/vscode-python/issues/20576",['48952a3c379ea7a67f84528907e8b2d31be60148'],False,"['package.json', 'package.nls.json', 'commands.ts', 'contextKeys.ts', 'constants.ts', 'serviceRegistry.ts', 'localize.ts', 'jupyterIntegration.ts', 'requireJupyterPrompt.ts', 'constants.ts', 'index.ts', 'lspInteractiveWindowMiddlewareAddon.unit.test.ts', 'requireJupyterPrompt.unit.test.ts']"
61882f7e78c4bcd9d361cfaa189c87f53ce5325f,"Add quick pick hover support to explain conda environment lacking a Python interpreter (#21073)

Closes https://github.com/microsoft/vscode-python/issues/20786",['8f8f624710149b50ddaa9e5adc028d318529f073'],False,"['package.json', 'localize.ts', 'setInterpreter.ts', 'types.ts', 'vscode.proposed.quickPickItemTooltip.d.ts']"
d05b83f6c1a222464eb894f6a530fc1912bbbdac,"Python test execution simple (#21053)

closes https://github.com/microsoft/vscode-python/issues/20897
closes https://github.com/microsoft/vscode-python/issues/20084
closes https://github.com/microsoft/vscode-python/issues/20081

---------
Co-authored-by: Karthik Nadig <kanadig@microsoft.com>",['61882f7e78c4bcd9d361cfaa189c87f53ce5325f'],False,"['test_subtract.py', 'expected_discovery_test_output.py', 'expected_execution_test_output.py', 'helpers.py', 'test_discovery.py', 'test_execution.py', '__init__.py']"
7ddfd9f346cf8f51ed4dfa3effc910727a03ac66,"Add black to `extensions.json` (#20912)

Solves #20855",['d05b83f6c1a222464eb894f6a530fc1912bbbdac'],False,['extensions.json']
d23afe8b20c81c962a5292be1e6deceaa8fc6b4c,"Add unittest subtest (#21081)

closes https://github.com/microsoft/vscode-python/issues/21038
also updates the subtests names

---------

Co-authored-by: Kartik Raj <karraj@microsoft.com>",['7ddfd9f346cf8f51ed4dfa3effc910727a03ac66'],False,"['test_subtest.py', 'test_execution.py', 'execution.py', 'workspaceTestAdapter.ts']"
a009edbda761ca23c460d4f16eeeabb6a8b00e72,"Default to `--no-cov` when debugging pytest (#21048)

Resolve #19985.",['d23afe8b20c81c962a5292be1e6deceaa8fc6b4c'],False,['runner.ts']
9bb5a4466ea112f4a84c9e4c36e14ffbaaffb7ec,"Deprecate python logging level setting (#21083)

Deprecates the logging level setting. The default for logging level from
VS Code is Info, so in this PR moved a few items to verbose so that we
get the same logging experience.

Closes https://github.com/microsoft/vscode-python/issues/20844",['05cb25549c7a2ef74e7fd8c542af0eaf3946ba3d'],False,"['package.json', 'package.nls.json', 'applicationDiagnostics.ts', 'pythonEnvironment.ts', 'extensionActivation.ts', 'service.ts', 'index.ts', 'settings.ts', 'types.ts', 'environmentInfoService.ts', 'interpreter.ts', 'envsCollectionCache.ts', 'venvCreationProvider.ts', 'venvUtils.ts', 'interpreter.ts', 'tensorBoardSession.ts', 'tensorBoardSessionProvider.ts', 'testConfigurationManager.ts', 'runner.ts', 'testLogger.ts']"
d905cf0555e0032cfe10a2af2b925e686246e30e,"Pytest fix execution args (#21094)

fix args for runtest IDs",['7b4bc291254ce15c8e4f80d0f4e18db7a3a851c0'],False,['pytestExecutionAdapter.ts']
60db593a1bd10830d627fae2319380ac1c3099cb,"Show message in logs when `distutils` is missing. (#21125)

Fixes https://github.com/microsoft/vscode-python/issues/21120",['9f24fbf11f4a676354e7c28d0866ddc088d5a074'],False,"['create_venv.py', 'venvProgressAndTelemetry.ts', 'index.ts']"
d6269a47000012dfb34b7222c7b62c88fe8dd49a,"Add Pytest Logging On Workspace Level  (#21133)

works on https://github.com/microsoft/vscode-python/issues/21124 but is
only half the solution.",['60db593a1bd10830d627fae2319380ac1c3099cb'],False,"['localize.ts', 'pytestDiscoveryAdapter.ts', 'workspaceTestAdapter.ts']"
1f4bfe99fcd08949df5d737b47ad28aba00a7227,"Ensure microvenv is added to path after selection. (#21132)

fixes https://github.com/microsoft/vscode-python/issues/21122",['d6269a47000012dfb34b7222c7b62c88fe8dd49a'],False,"['service.ts', 'terminalEnvVarCollectionService.ts', 'service.unit.test.ts', 'terminalEnvVarCollectionService.unit.test.ts']"
acc890665e4177cc29cb70ac94c322c7ed85082f,"Fix workspaceFolderToken -> workspaceFolder (#21095)

The UI string is currently using the internal variable name
(workspaceFolderToken) instead of the one actually used in the file
(workspaceFolder). This PR fixes that.",['1f4bfe99fcd08949df5d737b47ad28aba00a7227'],False,['localize.ts']
42075761a6462464635f56130eb321416156bbb9,"Fix telemetry event when using debug file configuration (#21118)

Co-authored-by: paulacamargo25 <paulitacv25@gmail.com>",['acc890665e4177cc29cb70ac94c322c7ed85082f'],False,['fileLaunch.ts']
e0558ce5e73240f10de4d1b8105cefe381f682e5,"Revert ""Default to `--no-cov` when debugging pytest"" (#21152)

Reverts microsoft/vscode-python#21048

Closes https://github.com/microsoft/vscode-python/issues/21146
Related https://github.com/microsoft/vscode-python/issues/19985",['7e7206701c85cccbb03ece18e10db0ff191ba12f'],False,['runner.ts']
73cdbf179fe26d63213d37f6f015f4c35a7798e1,"Update extension to node 16 (#21161)

For https://github.com/microsoft/vscode-python/issues/21144",['4b5cc8d2cf049974f4ae5799aec4b9802f09df84'],False,"['build.yml', 'pr-check.yml', '.nvmrc', 'package-lock.json', 'package.json', 'logger.ts', 'rawProcessApis.ts', 'poetryInstaller.unit.test.ts', 'proc.unit.test.ts', 'proc.ts', 'poetryLocator.unit.test.ts', 'poetry.unit.test.ts']"
24c57bdca2bc0789c902aeede5d14ff4cfe9b939,Fix typo in a type declaration of MultiStepInput module (#21156),['68fc3b1d045848fb66c7ddc068d8fb211370bcc1'],False,['multiStepInput.ts']
f5eded283e9806d42da9377cc12916ea4b68ac6c,"Insert debug configuration function on every quickpick item (#21165)

Now there is no need to modify twice `pickDebugConfiguration` function.
Just adding a new `DebugConfigurationQuickPickItem` element would be
sufficient

Co-authored-by: paulacamargo25 <paulitacv25@gmail.com>",['24c57bdca2bc0789c902aeede5d14ff4cfe9b939'],False,['debugConfigurationService.ts']
7dfa63125f02b22b23ea7c805442d4d9974839ca,"Add telemetry event when creating environment using button (#21172)

A temporary command to understand the usage of the create environment
button.

Fixes https://github.com/microsoft/vscode-python/issues/21168",['f5eded283e9806d42da9377cc12916ea4b68ac6c'],False,"['package.json', 'constants.ts', 'createEnvApi.ts', 'constants.ts', 'index.ts']"
6bdada01fe838efad8a9be6c5b43394bf10c2f15,"Use `saveEditor` proposed API for running untitled Python files (#21183)

Closes https://github.com/microsoft/vscode-python/issues/21182",['4112b048919ad97a676dfb0b6de992f06a4c5a99'],False,"['package.json', 'types.ts', 'workspace.ts', 'helper.ts', 'helper.test.ts', 'vscode.proposed.saveEditor.d.ts']"
17daae4208001c894229bbe794822e5f3d2fcb5e,"Open separate Python terminals when running different Python files (#21202)

Closes https://github.com/microsoft/vscode-python/issues/21097
Closes https://github.com/microsoft/vscode-python/issues/14094",['f0253e5662aca4d7e8265df0ccc0598f8f3787c4'],False,"['factory.ts', 'terminalCodeExecution.ts', 'factory.unit.test.ts']"
a85eb3b132a752ddd9a6474f1cf62d29cd13d2da,"Fix startup telemetry issue (#21203)

Could fix https://github.com/microsoft/vscode-python/issues/20874 based
on error trace.",['17daae4208001c894229bbe794822e5f3d2fcb5e'],False,['startupTelemetry.ts']
8d291f7a5d74d8015d27f762e7c18525f853c8aa,"Disable ""snippets"" expansion in Jedi LSP (#21194)

This brings the Jedi based completion experience in line with that
provided by Pylance. Completions now insert only the current symbol
rather than assuming that the user wants to e.g: call that symbol.

This means for example that completing `max` will insert just `max`
rather `max(arg1, arg2)`. While for this case this may be seen as less
useful, it means that insertions in places where a call is not desired
(such as imports and typing contexts) will not be forced to manually
remove the parentheses and template arguments which might otherwise be
inserted.

Users can still use the signature support UI to explore signatures and
of course insertion of an opening parenthesis will still insert a
closing one.

Hopefully this new configuration will be preferable to a majority of
users.

I've done some light testing to check that this disables the described
additional completion, however I'm not massively familiar with JediLSP
so I'm not sure what other behaviours this will disable.

Fixes https://github.com/microsoft/vscode-python/issues/15858",['a85eb3b132a752ddd9a6474f1cf62d29cd13d2da'],False,"['analysisOptions.ts', 'jediAnalysisOptions.unit.test.ts']"
5eef5252d660d7552f01e9233499b31c541d1358,"Add logging when interpreter path changes (#21210)

For https://github.com/microsoft/vscode-python/issues/21208",['8d291f7a5d74d8015d27f762e7c18525f853c8aa'],False,['interpreterPathService.ts']
eb9fde3100e9c78363d803b083370315bc202d58,"Add `createEnvironment.contentButton` setting (#21212)

Closes https://github.com/microsoft/vscode-python/issues/20982

---------

Co-authored-by: Luciana Abud <45497113+luabud@users.noreply.github.com>",['5eef5252d660d7552f01e9233499b31c541d1358'],False,"['package.json', 'package.nls.json', 'workspaceApis.ts', 'extensionActivation.ts', 'createEnvButtonContext.ts', 'createEnvButtonContext.unit.test.ts', 'pyprojectTomlCreateEnv.unit.test.ts']"
15338189257cdf264a9a00966c8909d6a06123e8,"Added option to run multiple Python files in separate terminals (#21223)

Closes https://github.com/microsoft/vscode-python/issues/21215
https://github.com/microsoft/vscode-python/issues/14094

Added the option to assign a dedicated terminal for each Python file:


![image](https://github.com/microsoft/vscode-python/assets/13199757/b01248e4-c826-4de0-b15f-cde959965e68)",['eb9fde3100e9c78363d803b083370315bc202d58'],False,"['package.json', 'package.nls.json', 'constants.ts', 'factory.ts', 'types.ts', 'index.ts', 'codeExecutionManager.ts', 'terminalCodeExecution.ts', 'types.ts', 'factory.unit.test.ts', 'codeExecutionManager.unit.test.ts']"
0c4fa40d28bcdd2848c36499be4be61a1a90a4e5,"Change name of command to run Python files in separate terminals (#21229)

Closes https://github.com/microsoft/vscode-python/issues/14094",['15338189257cdf264a9a00966c8909d6a06123e8'],False,"['package.json', 'package.nls.json', 'constants.ts']"
b0da28cd3d595728944034773a8dc68ea425e3c1,"Remove IS_WINDOWS constant in favor of PlatformService (#21157)

Solves partially #8542",['0c4fa40d28bcdd2848c36499be4be61a1a90a4e5'],False,"['configSettings.ts', 'constants.ts', 'platformService.ts', 'serviceRegistry.ts', 'pydocstyle.ts', 'configSettings.test.ts', 'serviceRegistry.ts']"
b3d43e5f7ee97d30c578593d52720b805d10e0f7,"Do not open ""save as"" window when running existing Python files (#21232)

Closes https://github.com/microsoft/vscode-python/issues/21209",['b0da28cd3d595728944034773a8dc68ea425e3c1'],False,"['types.ts', 'workspace.ts', 'helper.ts', 'helper.test.ts']"
fcfc54c43e01942d8d7bd89214a5e94c0c34d469,"Add option for pyenv interpreters when creating environments with venv (#21219)

Resolves #20881 .

Testing:

Behaves as expected when testing with Extension Development Host:


![image](https://github.com/microsoft/vscode-python/assets/30149293/d114d9ab-f2d8-4273-877b-d7dd030cfe76)",['b3d43e5f7ee97d30c578593d52720b805d10e0f7'],False,"['venvCreationProvider.ts', 'index.ts', 'legacyIOC.ts']"
be9662f0316856b8e119a3441d5502d75cf5cc11,"revert testing to using socket (#21242)

switch back to using a socket instead of an output file for use in the
plugin communication during testing. This should work now that we
resolved the issue with python path for windows.",['b4a47bbc2d27ae476db14f4f406f166c49214930'],False,"['helpers.py', '__init__.py']"
b0ebc9ba50c3f89a8be713acc4fb49190f390d2f,"Enable debug pytest (#21228)

fixes https://github.com/microsoft/vscode-python/issues/21147

---------

Co-authored-by: Aidos Kanapyanov <65722512+aidoskanapyanov@users.noreply.github.com>
Co-authored-by: Karthik Nadig <kanadig@microsoft.com>",['be9662f0316856b8e119a3441d5502d75cf5cc11'],False,"['launch.json', '__init__.py', 'debugLauncher.ts', 'types.ts', 'types.ts', 'controller.ts', 'pytestExecutionAdapter.ts', 'workspaceTestAdapter.ts']"
a74f1d15b58e2a835f5564449918452ff30d62d6,"Detect installed packages in the selected environment (#21231)

Fixes https://github.com/microsoft/vscode-python/issues/21140",['b0ebc9ba50c3f89a8be713acc4fb49190f390d2f'],False,"['package.json', 'installed_check.py', 'missing-deps.data', 'no-missing-deps.data', 'pyproject-missing-deps.data', 'pyproject-no-missing-deps.data', 'test_installed_check.py', 'requirements.in', 'requirements.txt', 'index.ts', 'languageApis.ts', 'windowApis.ts', 'workspaceApis.ts', 'extensionActivation.ts', 'installCheckUtils.ts', 'createEnvButtonContext.ts', 'installedPackagesDiagnostic.ts', 'pyProjectTomlContext.ts', 'registrations.ts', 'installCheckUtils.unit.test.ts', 'createEnvButtonContext.unit.test.ts', 'installedPackagesDiagnostics.unit.test.ts', 'pyProjectTomlContext.unit.test.ts']"
c9a7268a7e6ae6f968ed595d4aaa4e0b187b7407,"Revert ""Remove hack to check the vscode version"" (#21294)

Reverts microsoft/vscode-python#21180
For https://github.com/microsoft/vscode-python/issues/20769",['a74f1d15b58e2a835f5564449918452ff30d62d6'],False,"['package-lock.json', 'package.json', 'debuggerTest.ts', 'multiRootTest.ts', 'standardTest.ts', 'vscode.ts']"
4b4e5b7f5ce637cdc626a5d473f8723cb72dccf7,"Update pyright version (#21296)

Fix error in tests, updating pyright version",['c9a7268a7e6ae6f968ed595d4aaa4e0b187b7407'],False,"['build.yml', 'pr-check.yml']"
4109228af1b3d151b01aeb6f11a7b83491599682,"fix debugging with new pytest run script (#21299)

fix debugging for run_pytest_script.py setup",['b916981ed6a9a6a8267477637843e6fb4b66d7f3'],False,"['index.ts', 'debugLauncher.ts', 'types.ts', 'pytestExecutionAdapter.ts']"
72f7ef8113536d35fa000c8a75f7aae598575990,"Set up testing rewrite experiment (#21258)

is the beginning of this issue:
https://github.com/microsoft/vscode-python/issues/21150, in that it will
start the process of implementing the setting in the extension",['4109228af1b3d151b01aeb6f11a7b83491599682'],False,"['groups.ts', 'debugLauncher.ts', 'utils.ts', 'controller.ts', 'pytestController.ts', 'unittestController.ts', 'debugLauncher.unit.test.ts']"
c2134917896b009ac678dac9c712aba813b55e55,"Apply environment variables after shell initialization scripts are run in `pythonTerminalEnvVarActivation` experiment (#21290)

For #11039 https://github.com/microsoft/vscode-python/issues/20822
Closes https://github.com/microsoft/vscode-python/issues/21297

Update proposed APIs to be used in Terminal activation experiment.",['72f7ef8113536d35fa000c8a75f7aae598575990'],False,"['package-lock.json', 'package.json', 'terminalEnvVarCollectionService.ts', 'terminalEnvVarCollectionService.unit.test.ts', 'vscode.proposed.envCollectionOptions.d.ts', 'vscode.proposed.envCollectionWorkspace.d.ts']"
e9a8dd52341a1a0f2beee7a43d0ccf44793e6a1f,"remove duplicates from test_ids array (#21347)

this will partially remediate
https://github.com/microsoft/vscode-python/issues/21339 in regards to
the duplicate IDs being run.",['f148139f65e455fcc911cd5a3fdaba15b4bdb776'],False,['workspaceTestAdapter.ts']
d968b8c472208f4635f75af649b58a9be027400d,"Dont show command for button trigger in command pallet (#21350)

Fixes https://github.com/microsoft/vscode-python/issues/21322",['e9a8dd52341a1a0f2beee7a43d0ccf44793e6a1f'],False,['package.json']
dbd0b73b9605eb96d0da295a8ae95462f88e9915,"adding extra log messages for rewrite debugging (#21352)

These logs print errors and other bits of information which will be
helpful for debugging workflows of users where we need to get
information such as args or which step in the process they got to.",['d968b8c472208f4635f75af649b58a9be027400d'],False,"['server.ts', 'controller.ts', 'pytestDiscoveryAdapter.ts', 'pytestExecutionAdapter.ts', 'testDiscoveryAdapter.ts', 'workspaceTestAdapter.ts']"
be829b308fd2334ca999ac41b4f39d3f7abeb2f1,"Unittest for large workspaces (#21351)

follows the same steps as making pytest compatible with large workspaces
with many tests. Now test_ids are sent over a port as a json instead of
in the exec function which can hit a cap on # of characters. Should fix
https://github.com/microsoft/vscode-python/issues/21339.",['cd76ee19a25426119c168bac3996bcd6ced5a431'],False,"['process_json_util.py', 'test_execution.py', 'execution.py', 'run_pytest_script.py', 'debugLauncher.ts', 'types.ts', 'server.ts', 'types.ts', 'pytestExecutionAdapter.ts', 'testExecutionAdapter.ts', 'testExecutionAdapter.unit.test.ts']"
